ortho	freqfilms2	freqlivres	nblettres
accidente	0.01	0.07	9
accidentel	1.09	1.42	10
accidentelle	1.44	1.28	12
accidentellement	3.39	0.81	16
accidentelles	0.17	0.34	13
accidentels	0.08	0.41	11
accidenter	0.02	0	10
accidents	8.1	8.18	9
accidenté	0.12	0.14	9
accidenté	0.16	0.54	9
accidenté	0.28	0.34	9
accidentée	0.04	0.07	10
accidentée	0.08	0.34	10
accidentée	0.01	0.27	10
accidentées	0.02	0.2	11
accidentés	0.04	0.34	10
accidentés	0.28	0	10
acclama	0	0.34	7
acclamaient	0.09	0.68	11
acclamait	0.04	0.54	9
acclamant	0	0.27	9
acclamation	0.2	0.27	11
acclamations	2.65	4.39	12
acclame	0.19	0.81	7
acclament	0.18	0.14	9
acclamer	0.2	1.01	8
acclamera	0.04	0	9
acclamerait	0.01	0.07	11
acclameront	0.03	0	11
acclamez	0.25	0	8
acclamiez	0.01	0	9
acclamons	0.05	0.07	9
acclamé	0.44	1.28	7
acclamée	0.17	0.07	8
acclamées	0.02	0.07	9
acclamés	0.04	0.47	8
acclimata	0	0.07	9
acclimatai	0	0.07	10
acclimatation	0.14	0.81	13
acclimate	0.01	0.2	9
acclimatement	0	0.14	13
acclimatent	0.01	0	11
acclimater	0.45	1.08	10
acclimaterait	0	0.07	13
acclimates	0	0.07	10
acclimatez	0.02	0	10
acclimaté	0.02	0.27	9
acclimatés	0.01	0.14	10
accointance	0.14	0.2	11
accointances	0	0.68	12
accointé	0	0.07	8
accointés	0	0.07	9
accola	0	0.07	6
accolade	0.84	1.69	8
accolades	0.12	0.54	9
accolait	0	0.14	8
accolant	0.14	0	8
accole	0	0.14	6
accolement	0	0.07	10
accolent	0	0.07	8
accoler	0	0.27	7
accolerais	0.01	0	10
accolé	0.03	0.74	6
accolée	0.14	0.41	7
accolée	0	0.07	7
accolées	0	0.41	8
accolées	0	0.34	8
accolés	0	0.47	7
accolés	0	0.27	7
accommoda	0	0.68	9
accommodai	0	0.07	10
accommodaient	0	1.15	13
accommodais	0.01	0.27	11
accommodait	0.01	2.23	11
accommodant	0.22	0.14	11
accommodant	0	0.61	11
accommodante	0.14	0.2	12
accommodantes	0	0.07	13
accommodants	0.04	0.07	12
accommodation	0.04	0.41	13
accommodatrices	0	0.07	15
accommode	0.78	1.96	9
accommodement	0.11	0.61	13
accommodements	0	0.41	14
accommodent	0.13	0.34	11
accommoder	0.69	4.26	10
accommodera	0.01	0.07	11
accommoderai	0.06	0.14	12
accommoderaient	0	0.14	15
accommoderais	0.16	0.2	13
accommoderait	0.11	0.27	13
accommoderez	0.02	0	12
accommoderions	0	0.07	14
accommoderont	0.01	0.2	13
accommodions	0	0.07	12
accommodons	0	0.07	11
accommodât	0	0.14	10
accommodèrent	0.1	0.07	13
accommodé	0.13	0.54	9
accommodée	0.03	0.27	10
accommodés	0	0.41	10
accompagna	0.15	9.46	10
accompagnai	0.03	1.28	11
accompagnaient	0.43	4.73	14
accompagnais	0.4	1.76	12
accompagnait	2.04	15.68	12
accompagnant	0.01	0.27	12
accompagnant	0.61	5	12
accompagnateur	0.4	0.27	14
accompagnateurs	0.29	0.68	15
accompagnatrice	0.09	0.07	15
accompagnatrices	0.02	0	16
accompagne	33.28	15.14	10
accompagnement	0.61	2.5	14
accompagnements	0.03	0.07	15
accompagnent	2.08	4.05	12
accompagner	24.87	22.23	11
accompagnera	1.81	0.61	12
accompagnerai	1.01	0.61	13
accompagneraient	0	0.27	16
accompagnerais	0.16	0.27	14
accompagnerait	0.09	1.22	14
accompagneras	0.52	0.27	13
accompagnerez	0.65	0.27	13
accompagneriez	0.12	0	14
accompagnerons	0.25	0	14
accompagneront	0.52	0.14	14
accompagnes	5.48	0.68	11
accompagnez	4.41	0.95	11
accompagniez	0.45	0.07	12
accompagnions	0.02	0	13
accompagnons	0.73	0.27	12
accompagnâmes	0	0.14	13
accompagnât	0	0.54	11
accompagnèrent	0	0.95	14
accompagné	5.67	21.49	10
accompagné	0.93	0.61	10
accompagnée	3.67	9.93	11
accompagnée	0.38	0.2	11
accompagnées	0.1	2.03	12
accompagnées	0.02	0.07	12
accompagnés	1	4.46	11
accompagnés	0.25	0.47	11
accompli	1.41	5.27	8
accompli	0.02	0.2	8
accompli	5.98	9.59	8
accomplie	3	3.04	9
accomplie	1.05	2.57	9
accomplies	0.05	0.61	10
accomplies	0.23	1.08	10
accomplir	9.31	22.23	9
accomplira	0.55	0.61	10
accomplirai	0.33	0.14	11
accompliraient	0.01	0.2	14
accomplirais	0	0.14	12
accomplirait	0.12	0.47	12
accompliras	0.05	0	11
accomplirent	0.01	0.27	12
accomplirez	0.09	0.14	11
accomplirons	0.17	0.14	12
accompliront	0.04	0.07	12
accomplis	0.33	1.62	9
accomplis	1.51	2.7	9
accomplissaient	0	0.68	15
accomplissais	0.02	0.74	13
accomplissait	0.05	3.78	13
accomplissant	0.17	2.36	13
accomplisse	1.04	0.95	11
accomplissement	1.27	4.26	15
accomplissements	0.22	0.2	16
accomplissent	1.12	0.95	13
accomplissez	0.54	0	12
accomplissiez	0.02	0	13
accomplissions	0.16	0.34	14
accomplissons	0.28	0.14	13
accomplit	2.14	4.73	9
accomplît	0	0.2	9
accord	761.77	124.66	6
accorda	0.38	2.97	7
accordai	0	0.54	8
accordaient	0.17	2.43	11
accordailles	0	0.07	12
accordais	0.44	1.55	9
accordait	0.7	9.66	9
accordant	0.24	1.76	9
accordas	0.01	0.07	8
accordassent	0	0.14	12
accorde	17.04	11.76	7
accordement	0	0.07	11
accordent	1.31	2.5	9
accorder	10.59	14.73	8
accordera	0.98	0.14	9
accorderai	0.46	0	10
accorderaient	0	0.2	13
accorderais	0.24	0.14	11
accorderait	0.08	0.74	11
accorderas	0.06	0.07	10
accorderez	0.52	0.2	10
accorderiez	0.14	0.07	11
accorderons	0.14	0	11
accorderont	0.14	0.2	11
accordes	1.23	0.07	8
accordeur	0.25	0.61	9
accordez	6	0.81	8
accordiez	0.3	0	9
accordions	0.05	0.2	10
accordo	0.01	0.07	7
accordons	0.75	0.47	9
accords	4.42	11.49	7
accordât	0	0.88	8
accordèrent	0.01	0.54	11
accordé	6.87	7.43	7
accordé	1.22	0.41	7
accordée	2.23	4.93	8
accordée	1.06	0.2	8
accordées	0.36	1.22	9
accordées	0.16	0.14	9
accordéon	3.02	4.8	9
accordéoniste	0.26	1.42	13
accordéonistes	0	0.27	14
accordéons	0.22	0.68	10
accordés	0.85	1.42	8
accordés	0.15	0.34	8
accore	0	0.14	6
accores	0	0.07	7
accort	0.01	0.2	6
accorte	0.02	0.27	7
accortes	0	0.14	8
accorts	0	0.07	7
accosta	0.11	0.54	7
accostage	0.47	0.88	9
accostaient	0	0.14	11
accostais	0	0.07	9
accostait	0.11	0.47	9
accostant	0	0.07	9
accostant	0.01	0.27	9
accoste	0.27	0.54	7
accostent	0.13	0.27	9
accoster	0.67	1.35	8
accosterez	0.03	0	10
accosterons	0.01	0	11
accostez	0.14	0	8
accostiez	0.01	0.07	9
accostons	0.01	0	9
accosté	0.23	0.27	7
accostée	0.15	0.14	8
accostées	0	0.07	9
accota	0	0.27	6
accotaient	0	0.14	10
accotait	0	0.14	8
accotant	0	0.34	8
accote	0	0.14	6
accotement	0.01	1.08	10
accotements	0	0.34	11
accotent	0	0.07	8
accoter	0	0.07	7
accotoirs	0	0.07	9
accotons	0	0.07	8
accotèrent	0	0.07	10
accoté	0	0.54	6
accotée	0	0.27	7
accotées	0	0.14	8
accotés	0	0.2	7
accotés	0	0.07	7
accoucha	0.14	0.54	8
accouchaient	0.03	0.2	12
accouchais	0.05	0	10
accouchait	0.17	0.41	10
accouchant	0.12	0	10
accouchant	0.58	0	10
accouche	4.54	1.22	8
accouchement	5.47	3.24	12
accouchements	0.48	0.68	13
accouchent	0.08	0.14	10
accoucher	6.56	3.51	9
accouchera	0.04	0	10
accoucherait	0.16	0.07	12
accoucheras	0.14	0	11
accouches	0.46	0.2	9
accoucheur	0.06	0.47	10
accoucheurs	0	0.14	11
accoucheuse	0.13	0.2	11
accouchez	0.29	0	9
accouché	3.08	1.08	8
accouchée	0.16	0	9
accouchée	0.02	0.81	9
accouchées	0.37	0.34	10
accouchés	0.01	0.07	9
accouda	0	2.97	7
accoudai	0	0.47	8
accoudaient	0	0.27	11
accoudais	0	0.2	9
accoudait	0	0.61	9
accoudant	0	0.95	9
accoude	0.02	1.22	7
accouder	0.01	1.42	8
accoudions	0	0.07	10
accoudoir	0.4	2.23	9
accoudoirs	0.06	2.97	10
accoudons	0	0.07	9
accoudèrent	0	0.27	11
accoudé	0.25	5	7
accoudé	0	0.27	7
accoudée	0.03	2.5	8
accoudée	0	0.07	8
accoudées	0	0.14	9
accoudés	0.03	1.55	8
accoudés	0	0.07	8
accoupla	0.01	0.07	8
accouplaient	0.01	0.27	12
accouplais	0	0.07	10
accouplait	0.01	0.2	10
accouplant	0.06	0.07	10
accouple	0.34	0.07	8
accouplement	0.72	1.69	12
accouplements	0.05	0.81	13
accouplent	0.49	0.34	10
accoupler	0.83	0.74	9
accouplera	0.05	0	10
accouplerait	0	0.07	12
accoupleront	0.03	0	12
accouplèrent	0	0.07	12
accouplé	0.06	0.27	8
accouplée	0.01	0.07	9
accouplées	0.11	0.2	10
accouplés	0.12	0.74	9
accouraient	0.04	1.49	11
accourais	0.01	0.14	9
accourait	0.16	2.43	9
accourant	0.02	0.34	9
accourcissant	0	0.07	13
accoure	0.15	0.14	7
accourent	0.32	0.81	9
accoures	0.01	0	8
accourez	0.37	0.14	8
accouriez	0.01	0	9
accourir	0.57	2.84	8
accourons	0.29	0.07	9
accourra	0.05	0.07	8
accourrai	0.03	0.07	9
accourraient	0	0.14	12
accourrais	0.02	0	10
accourrait	0.04	0.2	10
accourront	0.04	0.07	10
accours	0.7	0.34	7
accourt	0.91	2.57	7
accouru	0.6	1.82	7
accourue	0.01	0.47	8
accourues	0.14	0.41	9
accoururent	0.21	0.74	11
accourus	0.34	1.69	8
accourussent	0	0.07	12
accourut	0.14	1.96	8
accourût	0	0.07	8
accoutre	0	0.07	8
accoutrement	1.19	2.09	12
accoutrements	0.11	0.61	13
accoutré	0.04	0.27	8
accoutré	0.02	0.14	8
accoutrée	0	0.07	9
accoutrée	0	0.2	9
accoutrés	0.02	0.14	9
accoutrés	0	0.07	9
accoutuma	0	0.07	9
accoutumai	0	0.07	10
accoutumaient	0	0.2	13
accoutumais	0	0.07	11
accoutumait	0	0.2	11
accoutumance	0.2	1.28	12
accoutumances	0.1	0	13
accoutumant	0	0.14	11
accoutume	0.03	0.54	9
accoutument	0	0.2	11
accoutumer	0.33	1.08	10
accoutumerait	0	0.07	13
accoutumé	0.39	3.58	9
accoutumé	0.02	0.41	9
accoutumée	0.11	1.35	10
accoutumée	0.08	4.26	10
accoutumées	0	0.34	11
accoutumées	0.14	0.07	11
accoutumés	0.02	1.22	10
accoutumés	0.01	0.27	10
accouvée	0	0.07	8
accras	0.1	0	6
accro	6.22	0.61	5
accro	1.66	0	5
accroc	1.67	2.57	6
accrocha	0.02	5.68	8
accrochage	1.44	0.88	10
accrochages	0.62	0.61	11
accrochai	0	1.01	9
accrochaient	0.06	4.73	12
accrochais	0.47	1.01	10
accrochait	0.56	10.34	10
accrochant	0	0.2	10
accrochant	0.43	4.59	10
accroche	0.45	0.2	8
accroche	16.39	13.18	8
accroche-coeur	0	0.34	14
accroche-coeurs	0	0.41	15
accrochent	1.37	2.64	10
accrocher	10.46	14.32	9
accrochera	0.15	0.07	10
accrocherai	0.38	0.14	11
accrocheraient	0	0.07	14
accrocherais	0.04	0.2	12
accrocherait	0.04	0.07	12
accrocherez	0.17	0	11
accrocheriez	0	0.07	12
accrocheront	0.02	0	12
accroches	0.2	0.07	9
accroches	2.09	0.07	9
accrocheur	0.55	0.14	10
accrocheurs	0.03	0.14	11
accrocheuse	0.02	0	11
accrocheuses	0	0.07	12
accrochez	8.03	0.27	9
accrochiez	0.17	0	10
accrochions	0.02	0.47	11
accrochons	0.12	0.07	10
accrochât	0	0.14	9
accrochèrent	0.02	0.61	12
accroché	6.13	15.95	8
accroché	0.9	1.55	8
accrochée	2.06	9.86	9
accrochée	0.17	0.95	9
accrochées	0.8	5.81	10
accrochées	0.06	0.27	10
accrochés	1.56	8.58	9
accrochés	0.2	0.74	9
accrocs	0.23	0.54	7
accroire	0.02	0.54	8
accrois	0.01	0.07	7
accroissaient	0.01	0.2	13
accroissait	0	0.95	11
accroissant	0.04	0.14	11
accroisse	0	0.07	9
accroissement	0.41	1.28	13
accroissent	0.04	0.27	11
accroissez	0.04	0	10
accros	0.59	0.07	6
accros	0.9	0.07	6
accroupi	0.16	3.24	8
accroupi	0.72	8.24	8
accroupie	0.25	1.55	9
accroupie	0.47	3.31	9
accroupies	0	0.47	10
accroupies	0	0.81	10
accroupir	0.09	2.7	9
accroupirent	0	0.47	12
accroupis	0.17	2.97	9
accroupis	0.23	2.84	9
accroupissaient	0	0.27	15
accroupissais	0.01	0.07	13
accroupissait	0.15	0.07	13
accroupissant	0	0.34	13
accroupisse	0.01	0.07	11
accroupissement	0	0.2	15
accroupissent	0.02	0.34	13
accroupissons	0	0.14	13
accroupit	0.29	5.27	9
accroît	1.12	1.76	7
accroîtra	0.12	0	9
accroîtrait	0.01	0	11
accroître	1.46	3.99	9
accroîtront	0.01	0.07	11
accru	0.39	1.08	5
accru	0.24	0.68	5
accrue	0.1	1.08	6
accrue	0.29	2.09	6
accrue	0	0.07	6
accrues	0.1	0.2	7
accrues	0.02	0.27	7
accrurent	0.01	0.27	9
accrus	0.04	0.14	6
accrus	0.01	0	6
accrut	0.02	0.81	6
accrédita	0	0.07	9
accréditaient	0.01	0.07	13
accréditait	0	0.07	11
accréditant	0	0.07	11
accréditation	0.19	0	13
accréditations	0.07	0	14
accréditer	0.03	0.74	10
accréditif	0	0.07	10
accrédité	0.03	0.34	9
accrédité	0.07	0.2	9
accréditée	0.04	0.14	10
accréditée	0.02	0	10
accrédités	0.23	0.07	10
accrédités	0.04	0.07	10
accrédités	0	0.07	10
accrétion	0.03	0	9
accrût	0	0.07	6
accu	0	0.07	4
accueil	13.83	16.22	7
accueillaient	0	1.08	13
accueillais	0.26	0.34	11
accueillait	0.42	5.88	11
accueillant	1.21	1.82	11
accueillant	0.25	1.35	11
accueillante	0.47	2.09	12
accueillantes	0.14	0.27	13
accueillants	0.25	0.88	12
accueille	4.58	6.08	9
accueillent	0.9	1.76	11
accueillera	1.07	0.47	11
accueillerai	0.25	0.07	12
accueilleraient	0.17	0	15
accueillerait	0.16	0.74	13
accueilleras	0.01	0	12
accueillerez	0.24	0.07	12
accueilleriez	0.02	0	13
accueillerons	0.13	0.07	13
accueilleront	0.1	0.27	13
accueilles	0.22	0.07	10
accueillez	0.97	0.14	10
accueilli	3.79	7.91	9
accueillie	0.65	2.23	10
accueillies	0.05	0.61	11
accueillir	14.39	13.99	10
accueillirent	0.03	1.49	13
accueillis	0.98	3.18	10
accueillit	0.5	6.69	10
accueillons	1.88	0.07	11
accueillît	0	0.2	10
accueils	0	0.2	8
accula	0	0.07	6
acculaient	0	0.2	10
acculais	0	0.14	8
acculait	0	0.27	8
acculant	0	0.14	8
accule	0.29	0.14	6
acculent	0.01	0.14	8
acculer	0.13	0.88	7
acculera	0.01	0	8
acculeraient	0	0.07	12
acculez	0.04	0	7
acculturation	0.01	0	13
acculât	0	0.07	7
acculèrent	0	0.07	10
acculé	0.43	1.76	6
acculé	0.01	0.2	6
acculée	0.04	0.34	7
acculées	0.01	0.07	8
acculés	0.06	0.61	7
acculés	0	0.07	7
accumula	0	0.14	8
accumulai	0	0.07	9
accumulaient	0.04	1.76	12
accumulais	0.02	0.27	10
accumulait	0.04	2.57	10
accumulant	0.24	1.55	10
accumulateur	0.03	0.07	12
accumulateurs	0	0.07	13
accumulation	0.67	3.72	12
accumulations	0	0.07	13
accumule	1.01	1.49	8
accumulent	0.77	0.95	10
accumuler	0.85	3.72	9
accumulerez	0.01	0	11
accumulez	0.23	0	9
accumulèrent	0	0.14	12
accumulé	0.55	3.04	8
accumulée	0.09	3.31	9
accumulées	0.3	3.04	10
accumulés	0.3	2.5	9
accus	0.11	0.27	5
accusa	0.18	3.18	6
accusai	0.03	0.47	7
accusaient	0.09	2.09	10
accusais	0.29	0.68	8
accusait	1.57	6.55	8
accusant	0.68	2.64	8
accusateur	0.2	0.81	10
accusateur	0.25	0.41	10
accusateurs	0.12	0.47	11
accusateurs	0.1	0.81	11
accusatif	0.11	0.07	9
accusation	12.62	5.74	10
accusations	7.11	3.11	11
accusatoire	0.01	0	11
accusatrice	0	0.14	11
accusatrices	0	0.07	12
accuse	13.28	6.01	6
accusent	1.77	1.22	8
accuser	10.06	7.03	7
accusera	0.65	0.34	8
accuseraient	0.03	0.14	12
accuserais	0.42	0.07	10
accuserait	0.3	0.54	10
accuserez	0.04	0	9
accuseriez	0.03	0.07	10
accuserions	0	0.07	11
accuserons	0.02	0	10
accuseront	0.22	0	10
accuses	2.72	0.07	7
accusez	3.22	0.88	7
accusiez	0.13	0	8
accusions	0.01	0.07	9
accusons	0.16	0.14	8
accusât	0	0.2	7
accusèrent	0.01	0.2	10
accusé	11.73	5.2	6
accusé	1.37	1.01	6
accusé	8.84	6.89	6
accusée	3.2	1.01	7
accusée	0.51	0.27	7
accusée	2.2	0.47	7
accusées	0.33	0.14	8
accusées	0.01	0.07	8
accusées	0.01	0	8
accusés	1.57	0.95	7
accusés	0.28	0.81	7
accusés	2.69	4.32	7
accède	0.95	1.42	6
accèdent	0.06	0.41	8
accèdes	0.04	0	7
accès	29.53	23.78	5
accéda	0.03	0.34	6
accédai	0	0.14	7
accédaient	0	0.34	10
accédais	0.04	0.2	8
accédait	0.22	2.7	8
accédant	0.03	0.2	8
accéder	6.29	5.81	7
accédera	0.05	0.07	8
accéderai	0.03	0	9
accéderaient	0	0.14	12
accéderais	0.02	0.14	10
accéderait	0.01	0.07	10
accéderas	0.02	0	9
accédez	0.11	0	7
accédons	0	0.2	8
accédâmes	0	0.07	9
accédé	0.68	0.74	6
accélère	7.32	4.05	8
accélèrent	0.23	0.54	10
accélères	0.31	0.07	9
accéléra	0.14	1.96	8
accélérai	0	0.34	9
accéléraient	0	0.41	12
accélérais	0.11	0.27	10
accélérait	0.13	2.64	10
accélérant	0.21	0	10
accélérant	0.22	1.08	10
accélérants	0.02	0	11
accélérateur	0.3	0.14	12
accélérateur	2.16	3.38	12
accélérateurs	0.02	0	13
accélérateurs	0.06	0.14	13
accélération	1.46	2.64	12
accélérations	0.04	0.47	13
accélératrice	0.01	0	13
accélérer	4.41	2.91	9
accélérera	0.02	0	10
accélérerait	0.08	0.07	12
accéléreras	0.01	0	11
accélérez	1.39	0	9
accélériez	0.01	0	10
accélérons	0.15	0	10
accélérèrent	0	0.2	12
accéléré	0.95	0.95	8
accéléré	0.27	1.62	8
accéléré	0.67	0.74	8
accélérée	0.23	2.23	9
accélérées	0.05	0.2	10
accélérés	0.01	0.07	9
accélérés	0.01	0.41	9
ace	2.48	0	3
acellulaire	0.03	0	11
acerbe	0.13	1.08	6
acerbes	0.03	0.14	7
acerbité	0.02	0.07	8
acetabulum	0.01	0	10
achalandage	0	0.07	11
achalandaient	0	0.07	13
achalandé	0.01	0.07	9
achalandée	0.01	0.07	10
achalandées	0	0.07	11
achalandés	0.01	0	10
achalandés	0	0.14	10
achaler	0.01	0	7
achards	0.03	0	7
acharna	0.01	1.22	7
acharnai	0	0.07	8
acharnaient	0.03	1.62	11
acharnais	0.01	0.47	9
acharnait	0.11	3.24	9
acharnant	0	1.49	9
acharne	0.86	4.53	7
acharnement	0.6	8.11	11
acharnements	0	0.14	12
acharnent	0.23	1.08	9
acharner	0.35	1.62	8
acharnera	0.01	0.14	9
acharnerai	0.02	0	10
acharnerait	0.01	0	11
acharnes	0.26	0.14	8
acharnez	0.1	0.07	8
acharnèrent	0	0.34	11
acharné	0.46	2.57	7
acharné	0.59	2.23	7
acharnée	0.2	1.76	8
acharnée	0.66	1.69	8
acharnées	0	0.74	9
acharnées	0.02	0.41	9
acharnés	0.33	1.55	8
acharnés	0.34	1.08	8
achat	5.2	10.95	5
achats	4.55	6.01	6
ache	0	0.14	4
achemina	0.01	0.41	8
acheminai	0	0.14	9
acheminaient	0	0.27	12
acheminait	0.01	0.88	10
acheminant	0.02	0.27	10
achemine	0.08	0.74	8
acheminement	0.2	0.47	12
acheminent	0.01	0.61	10
acheminer	0.55	1.22	9
achemineront	0	0.07	12
acheminons	0	0.27	10
acheminâmes	0	0.07	11
acheminèrent	0	0.14	12
acheminé	0.04	0.41	8
acheminée	0.05	0.14	9
acheminées	0.03	0.27	10
acheminés	0.02	0.27	9
aches	0	0.07	5
acheta	0.37	7.09	6
achetable	0	0.14	9
achetai	0.28	2.23	7
achetaient	0.64	2.16	10
achetais	1.32	1.49	8
achetait	3.43	6.22	8
achetant	1.23	1.42	8
achetassent	0	0.07	11
acheter	115.27	57.09	7
acheteur	3.89	2.97	8
acheteurs	2.5	2.16	9
acheteuse	0.16	0.14	9
acheteuses	0.02	0.2	10
achetez	10.51	1.22	7
achetiez	0.28	0.14	8
achetions	0.06	0.74	9
achetons	1.38	0.47	8
achetâmes	0	0.2	9
achetât	0	0.2	7
achetèrent	0.06	0.95	10
acheté	72.38	28.72	6
achetée	8.67	5.88	7
achetées	1.9	2.84	8
achetés	3.52	3.85	7
acheva	0.23	11.69	6
achevai	0.01	0.54	7
achevaient	0.12	4.19	10
achevais	0	0.54	8
achevait	0.34	12.64	8
achevant	0.02	2.57	8
achever	6.49	15	7
achevez	1	0.07	7
acheviez	0.01	0	8
achevions	0	0.41	9
achevons	0.07	0.41	8
achevâmes	0	0.07	9
achevât	0	0.61	7
achevèrent	0.01	1.22	10
achevé	2.7	12.64	6
achevé	0.59	2.84	6
achevée	1.54	2.91	7
achevée	0.79	2.36	7
achevées	0.14	0.14	8
achevées	0.19	0.81	8
achevés	0.08	0.41	7
achevés	0.04	0.68	7
achillée	0.01	0	8
achondroplasie	0.03	0	14
achondroplasies	0.01	0	15
achoppa	0	0.07	7
achoppai	0	0.07	8
achoppaient	0	0.07	11
achoppais	0	0.2	9
achoppait	0	0.07	9
achoppe	0	0.14	7
achoppement	0.01	0.14	11
achopper	0.01	0	8
achoppé	0	0.14	7
achoppée	0	0.07	8
achète	39.82	14.53	6
achètent	5.44	2.7	8
achètera	3.98	0.74	8
achèterai	7.09	2.3	9
achèteraient	0.03	0.41	12
achèterais	1.75	0.74	10
achèterait	1.02	1.22	10
achèteras	1.55	0.61	9
achèterez	0.48	0.2	9
achèteriez	0.17	0.07	10
achèterions	0	0.07	11
achèterons	0.47	0.41	10
achèteront	0.31	0.54	10
achètes	7.28	0.88	7
achève	8.31	11.22	6
achèvement	0.52	1.76	10
achèvements	0	0.07	11
achèvent	0.14	2.7	8
achèvera	1	0.27	8
achèverai	0.06	0	9
achèveraient	0	0.14	12
achèverait	0.1	0.88	10
achèverez	0.02	0	9
achèverons	0.06	0	10
achèveront	0.13	0.2	10
achèves	0.39	0	7
achélème	0	0.95	8
achélèmes	0	0.74	9
acid jazz	0.03	0	9
acide	1.86	6.89	5
acide	8.44	3.85	5
acides	0.64	1.42	6
acides	1.02	0.95	6
acidité	0.27	0.81	7
acidités	0.02	0.14	8
acidocétose	0.08	0	11
acidose	0.22	0	7
acidulé	0.02	0.27	7
acidulé	0.02	0.47	7
acidulée	0.01	0	8
acidulée	0.04	0.27	8
acidulées	0	0.07	9
acidulées	0.01	0.27	9
acidulés	0	0.07	8
acidulés	0.08	0.54	8
acier	13.85	33.38	5
aciers	0.03	1.08	6
aciérie	0.67	0.14	7
aciéries	1.53	0.14	8
acmé	0.01	0	4
acné	1.9	0.81	4
acnéiques	0	0.14	9
acnés	0	0.07	5
acolyte	0.75	0.61	7
acolytes	0.7	1.35	8
acompte	3.33	1.01	7
acomptes	0.34	0.14	8
aconiers	0	0.07	8
aconit	0.14	0.34	6
acoquina	0.01	0.07	8
acoquine	0.04	0.07	8
acoquiner	0.12	0.41	9
acoquiné	0.03	0.07	8
acoquinée	0.02	0.14	9
acoquinés	0.01	0.27	9
acouphène	0.18	0	9
acoustique	0.49	0.74	10
acoustique	0.55	0.34	10
acoustiques	0.07	0.07	11
acoustiques	0.02	0	11
acqua-toffana	0	0.07	13
acquerra	0.01	0	8
acquerrai	0.01	0.07	9
acquerraient	0	0.14	12
acquerront	0.01	0.07	10
acquiers	0.04	0.07	8
acquiert	0.68	1.42	8
acquiesce	0.33	2.36	9
acquiescement	0.15	2.36	13
acquiescements	0	0.47	14
acquiescent	0.26	0.07	11
acquiescer	0.18	1.49	10
acquiesceront	0	0.07	13
acquiesces	0.02	0	10
acquiescèrent	0	0.14	13
acquiescé	0.31	1.08	9
acquiesça	0.01	4.59	9
acquiesçai	0	0.74	10
acquiesçaient	0	0.14	13
acquiesçais	0.02	0.34	11
acquiesçait	0	1.15	11
acquiesçant	0.02	0.2	11
acquiesçons	0	0.07	11
acquirent	0	0.14	9
acquis	0.81	2.23	6
acquis	0.29	1.69	6
acquis	3.52	13.65	6
acquise	0.36	2.91	7
acquise	1.05	2.97	7
acquises	0.19	1.15	8
acquises	0.34	0.88	8
acquisition	1.35	2.84	11
acquisitions	0.81	0.95	12
acquit	0.29	2.16	6
acquit	0.05	0.14	6
acquits	0	0.07	7
acquitta	0	0.47	8
acquittai	0	0.07	9
acquittaient	0	0.2	12
acquittais	0	0.34	10
acquittait	0.04	0.81	10
acquittant	0.01	0.2	10
acquitte	1.17	0.74	8
acquittement	0.6	0.34	12
acquittent	0.07	0	10
acquitter	1.13	1.82	9
acquittera	0.04	0.07	10
acquitterai	0.01	0.07	11
acquitterais	0.01	0	12
acquitterait	0.03	0.07	12
acquitterez	0.03	0.07	11
acquittes	0.14	0.07	9
acquittez	0.16	0	9
acquittions	0.01	0.07	11
acquittât	0	0.07	9
acquitté	1.92	1.28	8
acquitté	0.14	0.2	8
acquitté	0.23	0.07	8
acquittée	0.26	0.34	9
acquittée	0.02	0.14	9
acquittés	0.27	0.07	9
acquittés	0.02	0	9
acquittés	0.12	0	9
acquière	0.04	0.2	8
acquièrent	0.12	0.74	10
acquéraient	0.1	0.2	11
acquérais	0.01	0.27	9
acquérait	0.11	0.95	9
acquérant	0.05	0.2	9
acquéreur	0.23	0.88	9
acquéreurs	0.35	0.2	10
acquérions	0	0.07	10
acquérir	2.15	7.43	8
acquérons	0.01	0.07	9
acquêt	0	0.07	6
acquêts	0.14	0.14	7
acra	0.27	0.14	4
acre	0.27	0.07	4
acres	0.56	0.34	5
acrimonie	0.06	0.81	9
acrimonieuse	0.01	0.07	12
acrimonieusement	0	0.07	16
acrimonieuses	0	0.07	13
acrimonieux	0.02	0	11
acrobate	1.46	2.57	8
acrobates	0.89	1.55	9
acrobatie	0.32	0.81	9
acrobaties	0.5	1.76	10
acrobatique	0.31	0.61	11
acrobatiquement	0.01	0.07	15
acrobatiques	0.17	0.41	12
acrocéphale	0	0.07	11
acromion	0.01	0.14	8
acronyme	0.19	0.07	8
acrophobie	0.08	0	10
acropole	0	0.81	8
acrostiche	0.02	0	10
acrotère	0	0.07	8
acrylique	0.21	0.34	9
acrylique	0.4	0.07	9
acryliques	0.01	0.07	10
acryliques	0.1	0.07	10
acrylonitrile	0.01	0	13
acré	0	0.2	4
acta	0	0.07	4
acte	39.19	35.88	4
actes	17.62	21.42	5
acteur	30.51	15.47	6
acteurs	17.92	12.3	7
actif	4.12	3.58	5
actif	0.84	1.49	5
actifs	1.33	1.35	6
actifs	0.74	0	6
actine	0.01	0	6
actinies	0	0.41	8
action	49.97	72.91	6
action painting	0	0.07	15
actionna	0	0.47	8
actionnai	0	0.2	9
